number_of_fixational_trials,size,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,participant,gender,age,frameRate,expName,date,
3,"[2.7, 2.7]",0,39,39,12,2,0,2,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,0,0,0,0,,,left,2.75878423429,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,1,0,1,0,,,down,0.892134304508,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,2,0,2,0,,,right,1.08356711769,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,3,0,3,0,,,right,0.866956247482,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,4,0,4,0,,,down,1.35027949512,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,5,0,5,0,,,down,0.183596052113,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",0,39,39,12,,,,,6,0,6,0,,,down,0.808833635878,space,1.08363106556,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,0,0,0,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,1,0,1,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,2,0,2,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,3,0,3,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,4,0,4,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,5,0,5,0,6,0,6,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,,,,,0,0,0,0,,,down,1.27545585495,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,,,,,1,0,1,0,,,down,1.02545911144,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.7, 2.7]",1,0,40,15,,,,,2,0,2,0,,,down,1.25849903503,space,0.900281725451,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.8, 2.8]",1,1,41,21,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.8, 2.8]",1,1,41,21,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.8, 2.8]",1,1,41,21,,,,,0,0,0,0,,,down,1.4088288201,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.8, 2.8]",1,1,41,21,,,,,1,0,1,0,,,down,0.792150370544,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.8, 2.8]",1,1,41,21,,,,,2,0,2,0,,,down,0.733609335031,space,0.883615039056,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,4,0,4,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,5,0,5,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,6,0,6,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,7,0,7,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,8,0,8,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,9,0,9,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,,,,,0,0,0,0,,,down,1.05033124553,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,,,,,1,0,1,0,,,down,0.55026315304,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.6, 2.6]",1,2,42,9,,,,,2,0,2,0,,,down,0.533588966588,space,1.09217796265,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,0,0,0,0,,,right,1.84214608755,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,1,0,1,0,,,down,0.783589657396,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,2,0,2,0,,,right,1.47551727633,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,3,0,3,0,,,down,1.70022622519,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,4,0,4,0,,,down,0.483584565227,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.9, 2.9]",1,3,43,31,,,,,5,0,5,0,,,down,0.358790865866,space,1.32555736217,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,0,0,0,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,1,0,1,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,2,0,2,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,3,0,3,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,4,0,4,0,5,0,5,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,,,,,0,0,0,0,,,down,0.783587288926,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,,,,,1,0,1,0,,,down,0.458825326641,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
5,"[2.7, 2.7]",1,4,44,14,,,,,2,0,2,0,,,down,0.266924747266,space,0.975472078775,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,4,0,4,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,5,0,5,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,6,0,6,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,7,0,7,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,8,0,8,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,9,0,9,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,,,,,0,0,0,0,,,right,0.95880894491,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,,,,,1,0,1,0,,,down,0.933667993406,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,,,,,2,0,2,0,,,down,0.475449775928,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
10,"[2.8, 2.8]",1,5,45,29,,,,,3,0,3,0,,,down,0.283613933832,space,0.975648922031,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,1,0,1,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,2,0,2,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,3,0,3,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,4,0,4,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,5,0,5,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,6,0,6,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,7,0,7,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,8,0,8,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,,,,,0,0,0,0,,,right,0.966922418331,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,,,,,1,0,1,0,,,down,2.08355132816,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,,,,,2,0,2,0,,,down,0.492149620433,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
9,"[2.7, 2.7]",1,6,46,18,,,,,3,0,3,0,,,down,1.87541393354,space,0.792179581127,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,1,0,1,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,2,0,2,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,,,,,0,0,0,0,,,right,0.75880712911,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,,,,,1,0,1,0,,,down,0.550318811205,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,,,,,2,0,2,0,,,down,0.225485401228,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.8, 2.8]",1,7,47,22,,,,,3,0,3,0,,,down,0.116900490597,space,0.842159903375,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.8, 2.8]",1,8,48,20,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.8, 2.8]",1,8,48,20,,,,,0,0,0,0,,,down,3.44210258732,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.8, 2.8]",1,8,48,20,,,,,1,0,1,0,,,down,0.475456091808,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.8, 2.8]",1,8,48,20,,,,,2,0,2,0,,,down,0.266918036737,space,1.54218599573,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,4,0,4,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,5,0,5,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,6,0,6,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,,,,,0,0,0,0,,,down,1.53348909749,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,,,,,1,0,1,0,,,down,1.03379166522,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
7,"[2.6, 2.6]",1,9,49,6,,,,,2,0,2,0,,,down,0.492165015312,space,1.57549568417,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,4,0,4,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,5,0,5,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,,,,,0,0,0,0,,,right,0.79215155472,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,,,,,1,0,1,0,,,down,0.692154988879,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,,,,,2,0,2,0,,,down,0.225430137594,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
6,"[2.6, 2.6]",1,10,50,5,,,,,3,0,3,0,,,down,1.8669005892,space,0.675513565773,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,1,0,1,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,0,0,0,0,,,down,0.750282732071,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,1,0,1,0,,,down,0.158806813299,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,2,0,2,0,,,down,0.192102291156,space,1.09217677847,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,0,0,0,0,,,down,0.558840445126,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,1,0,1,0,,,right,0.375477683963,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,2,0,2,0,,,down,1.35027949524,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,3,0,3,0,,,down,0.275510328938,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,4,0,4,0,,,down,1.54221560108,space,0.742112416192,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,0,0,0,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,1,0,1,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,2,0,2,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,0,0,0,0,,,right,1.37548084185,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,1,0,1,0,,,down,0.825486506335,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,2,0,2,0,,,down,0.550216179108,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,3,0,3,0,,,down,0.642169929808,space,0.642164798221,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,0,0,0,0,,,left,1.16695028683,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,1,0,1,0,,,down,0.625463769422,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,2,0,2,0,,,down,0.575491341995,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,3,0,3,0,,,right,2.37547413132,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,4,0,4,0,,,down,0.783556499169,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,5,0,5,0,,,down,0.0588173528668,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
